Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
THANI       ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
THCOM       ,14.0%,8.7%,9.9%,12.0%,114.6%,13.9%,-86.1%,215.4%,-115.0%,104.3%,29.0%,14.9%,15.7%,10.0%
THIP        ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.7%,0.0%,0.0%,0.6%,0.3%,0.2%,0.8%,0.4%
THL         ,-46.5%,-13.4%,-8.9%,-7.7%,103.6%,-81.8%,43.2%,-11.6%,-7.2%,70.2%,-121.5%,-61.0%,-25.9%,-1.2%
THRE        ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIC         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TICON       ,22.3%,12.5%,10.2%,9.0%,15.5%,13.1%,21.6%,29.9%,19.5%,29.6%,20.9%,24.4%,41.7%,47.0%
TIP         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIPCO       ,33.7%,14.9%,10.8%,11.4%,16.0%,10.8%,31.7%,21.7%,24.2%,20.2%,27.0%,36.9%,122.0%,4.7%
TISCO       ,,,,,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TIW         ,0.2%,0.1%,0.0%,1.5%,7.2%,1.2%,0.7%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TK          ,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TKS         ,,29.7%,26.8%,26.9%,33.7%,31.4%,44.9%,33.3%,24.3%,13.1%,14.9%,11.9%,8.2%,6.9%
TKT         ,,,20.1%,20.7%,39.2%,22.5%,14.4%,19.2%,12.1%,-7513.3%,15.9%,27.6%,46.7%,55.6%
TLUXE       ,2.0%,0.3%,2.5%,2.0%,3.1%,4.6%,8.4%,2.8%,2.4%,4.3%,3.2%,11.4%,-104.0%,-31.6%
TMB         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TMD         ,4.6%,1.5%,1.4%,2.9%,3.3%,2.2%,1.0%,0.5%,0.5%,0.4%,0.2%,0.1%,0.2%,0.7%
TMI         ,,,,,,,,,2.9%,9.2%,8.5%,31.3%,144.5%,82.0%
TMT         ,,,,14.6%,11.9%,15.0%,4.3%,5.0%,5.7%,22.8%,12.9%,15.2%,15.9%,12.8%
TMW         ,,,2.5%,1.3%,2.4%,1.7%,0.3%,0.3%,0.0%,0.0%,7.9%,1.0%,1.8%,0.8%
TNDT        ,,,,,,0.8%,0.7%,0.5%,0.6%,0.1%,0.1%,0.3%,0.5%,6.0%
TNH         ,,,,,13.1%,4.9%,1.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TNITY       ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TNL         ,6.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.1%
TNPC        ,82.9%,172.4%,361.0%,35.1%,22.4%,52.3%,30.4%,55.3%,34.4%,-186.6%,18.9%,15.2%,74.4%,54.7%
TOG         ,,,,,9.0%,2.4%,1.9%,0.7%,0.8%,-12.2%,4.2%,3.6%,1.2%,1.4%
TOP         ,,,11.3%,8.7%,8.6%,6.5%,112.0%,12.8%,12.8%,9.4%,14.0%,24.0%,-602.4%,19.6%
TOPP        ,0.5%,0.0%,0.1%,0.0%,0.5%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TPA         ,0.4%,0.5%,0.2%,0.3%,0.2%,1.9%,1.6%,0.4%,0.1%,0.1%,0.0%,0.4%,0.5%,0.2%
TPAC        ,,,,9.7%,7.5%,8.9%,10.4%,5.2%,5.0%,10.3%,10.2%,8.1%,9.7%,6.7%
TPC         ,23.6%,17.4%,5.3%,6.6%,8.3%,7.8%,8.8%,7.3%,6.0%,6.4%,2.3%,3.0%,7.5%,2.8%
TPCORP      ,6.9%,2.9%,1.7%,1.0%,0.8%,0.3%,3.9%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TPIPL       ,275.5%,28.0%,38.0%,52.0%,24.5%,19.1%,-20.2%,4.6%,5.3%,2.1%,37.5%,24.8%,21.2%,77.5%
TPOLY       ,,,,,,,,,7.5%,21.7%,-28.0%,-21.6%,-49.6%,-115.1%
TPP         ,-6.5%,1.0%,-54.5%,3.3%,6.9%,0.3%,-0.5%,3.2%,3.1%,-10.4%,2.9%,6.5%,4.0%,5.9%
TPROP       ,-550.2%,25.9%,21.9%,-49.4%,356.9%,254.5%,49.0%,87.7%,4.1%,34.1%,-63.1%,-66.0%,18.2%,-12.1%
TR          ,0.1%,0.0%,0.1%,0.0%,0.2%,0.2%,0.2%,0.3%,0.0%,0.2%,,-14.8%,-5.3%,
TRC         ,,,,,,,,,,,,1.9%,1.2%,1.3%
TRS         ,50.4%,30.0%,81.9%,-7.1%,-27.0%,-17.0%,-16.1%,-30.4%,-111.2%,-141.8%,43.8%,35.5%,-172.2%,41.2%
TRT         ,,,,,30.5%,17.8%,11.5%,11.5%,12.6%,7.9%,46.9%,17.0%,40.8%,-317.6%
TRU         ,0.8%,1.3%,0.4%,5.6%,-45.0%,-0.2%,-0.1%,0.0%,0.0%,0.1%,0.1%,0.3%,0.7%,0.4%
TRUBB       ,34.2%,119.9%,153.8%,-13583.1%,64.3%,84.3%,-771.5%,52.6%,36.1%,52.8%,-1272.4%,418.0%,403.7%,99.5%
TRUE        ,-373.6%,-404.7%,194.8%,-1962.4%,313.9%,71.9%,132.0%,64.2%,77.0%,95.5%,2014.8%,389.5%,112.0%,43.1%
TSC         ,,,,1.4%,0.1%,0.0%,0.0%,0.1%,0.1%,0.6%,0.6%,3.1%,10.3%,9.9%
TSF         ,,,,0.6%,0.5%,-0.2%,-1.2%,-2.8%,13.0%,3.6%,-7.7%,-1.2%,0.0%,0.0%
TSI         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TSTE        ,0.0%,0.0%,0.0%,0.0%,7.8%,25.2%,12.7%,11.7%,20.2%,18.1%,22.3%,31.7%,6.6%,15.8%
TSTH        ,-363.7%,92.5%,26.9%,53.3%,34.9%,15.2%,7.5%,67.6%,141.4%,-36.4%,-28.3%,-9.6%,79.6%,-144.5%
TTA         ,19.9%,10.4%,4.7%,6.9%,15.3%,11.3%,5.4%,13.7%,35.6%,64.1%,-20.6%,-12.3%,29.9%,-4.0%
TTCL        ,,,,,,,,0.0%,0.0%,0.0%,0.0%,3.3%,17.6%,32.9%
TTI         ,67.2%,11.0%,6.1%,11.7%,25.2%,128.9%,70.7%,-60.9%,39.6%,60.3%,-177.7%,63.7%,280.8%,92.0%
TTL         ,0.1%,0.3%,0.3%,-1.0%,-1.4%,-1.2%,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TTTM        ,9.3%,0.0%,0.3%,5.0%,48.1%,15.4%,27.5%,2.9%,0.4%,0.2%,0.1%,0.1%,0.8%,0.6%
TTW         ,,,,,,,34.7%,27.2%,16.4%,18.2%,18.4%,16.5%,15.2%,15.2%
TVI         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
TVO         ,9.4%,6.2%,10.2%,11.8%,15.6%,6.1%,9.2%,3.8%,1.0%,4.2%,1.0%,1.4%,0.5%,0.2%
TWP         ,-6.8%,167.7%,25.4%,0.1%,0.0%,0.7%,4.7%,-23.4%,3.5%,5.1%,6.2%,1.6%,0.9%,2.6%
TWZ         ,,,,9.4%,14.8%,37.0%,69.3%,,38.2%,80.7%,94.6%,50.2%,39.1%,63.9%
TYCN        ,,6.8%,7.2%,49.8%,-151.6%,141.2%,88.8%,-10.4%,23.4%,30.6%,-33.8%,-18.5%,54.2%,-20.0%
UAC         ,,,,,,,,,3.1%,5.1%,1.9%,2.5%,34.0%,33.6%
UBIS        ,,,,,,1.7%,0.6%,0.2%,0.1%,0.2%,0.1%,0.2%,2.9%,6.4%
UEC         ,,,,0.0%,0.0%,0.1%,1.7%,2.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
UKEM        ,,,,,26.3%,19.7%,22.9%,11.8%,8.1%,8.1%,10.9%,15.0%,12.9%,7.6%
UMI         ,106.6%,46.5%,25.8%,74.6%,-155.5%,-94.7%,-153.9%,31.0%,15.4%,19.5%,7.8%,54.2%,80.2%,-33.1%
UMS         ,,,2.4%,2.4%,7.2%,4.5%,7.6%,34.8%,37.1%,40.4%,-58.5%,-23.0%,-185.7%,-17.5%
UNIQ        ,,,,,,22.0%,29.4%,31.3%,36.8%,64.3%,14.1%,16.1%,32.8%,27.8%
UOBKH       ,,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%
UP          ,1.2%,0.1%,5.9%,11.4%,6.8%,2.4%,0.5%,0.3%,0.1%,0.0%,,0.0%,0.0%,0.0%
UPF         ,0.0%,1.2%,2.2%,1.0%,14.5%,9.9%,1.2%,0.6%,1.1%,5.5%,2.4%,2.3%,2.0%,0.0%
UPOIC       ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.6%,3.5%,173.4%
UT          ,58.3%,-83.7%,-33.9%,-35.9%,64.1%,69.0%,590.2%,-60.8%,0.2%,1.2%,-3.6%,15.3%,-8.8%,1.9%
UTP         ,,,25.5%,45.6%,36.7%,72.8%,516.0%,50.4%,14.8%,20.8%,2.8%,0.0%,0.0%,0.1%
UV          ,6.1%,1.3%,7.2%,7.4%,4.3%,1.3%,1.0%,3.7%,2.1%,9.0%,23.7%,85.2%,32.6%,26.4%
UVAN        ,,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.3%,2.2%
VARO        ,9.3%,13.1%,6.0%,14.4%,22.4%,40.8%,74.3%,27.4%,29.5%,23.3%,-32.2%,-23.5%,83.8%,-76.0%
VIBHA       ,67.4%,30.2%,6.9%,8.3%,9.5%,13.1%,9.8%,7.3%,4.9%,7.6%,8.8%,8.3%,9.5%,8.5%
VNG         ,15.5%,11.3%,8.3%,13.3%,15.6%,29.8%,39.8%,64.1%,21.8%,34.1%,45.8%,-2868.0%,22.0%,10.3%
VNT         ,36.0%,25.7%,12.3%,4.6%,7.8%,13.3%,9.0%,8.3%,0.7%,0.7%,6.9%,55.2%,-14.6%,14.8%
VTE         ,,,,,,,,,,15.5%,30.6%,-3.3%,-3.8%,-6.7%
WACOAL      ,4.6%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.2%,1.1%
WAVE        ,-0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,-0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,26.7%,56.0%
WG          ,0.1%,0.1%,0.1%,0.1%,0.2%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
WIN         ,-9.7%,0.0%,-0.5%,6.3%,-28.8%,-11.4%,-35.8%,-55.9%,86.2%,-1428.3%,,-12720.4%,299.5%,245.7%
WORK        ,,,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.1%,0.2%,0.4%,3.0%,59.8%,38.7%
WR          ,,-85.4%,-11.9%,-59.7%,-126.9%,-100.8%,3007.3%,-499.4%,3.7%,-3.0%,-2.8%,-33.5%,-1.2%,-5.0%
YCI         ,-72.5%,-166.8%,31.7%,29.4%,64.2%,-37.7%,-16.0%,-14.1%,-43.0%,184.5%,-37.0%,-23.7%,-36.3%,-308.1%
YUASA       ,2.1%,36.7%,58.6%,-9.3%,-24.3%,-32.9%,329.7%,45.1%,35.0%,14.8%,16.6%,27.5%,-168.2%,8.9%
ZMICO       ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BCH         ,,,19.8%,12.5%,7.6%,5.1%,3.0%,2.4%,1.6%,1.2%,0.5%,10.6%,16.2%,16.2%
AMARIN      ,0.0%,0.1%,0.1%,0.0%,0.2%,0.2%,0.1%,0.0%,0.0%,0.8%,0.1%,0.2%,-31.4%,-24.5%
GSTEL       ,,,,,26.8%,32.4%,-36.4%,-16.7%,-22.7%,-41.5%,-34.8%,-52.3%,-28.4%,-19.0%
PJW         ,,,,,,,,,,,6.8%,9.8%,44.9%,26.7%
VIH         ,,,,,,,,,,,49.6%,12.6%,6.0%,5.2%
AAV         ,,,,,,,,,,,0.1%,6.3%,48.7%,17.8%
FPI         ,,,,,,,,,,,17.0%,17.6%,15.2%,14.1%
JMT         ,,,,,,,,,,,0.0%,0.0%,0.0%,0.0%
WHA         ,,,,,,,,,,,37.1%,9.6%,19.7%,50.3%
SNP         ,0.9%,0.2%,0.4%,0.7%,0.2%,0.1%,0.0%,0.2%,0.6%,0.6%,0.5%,0.5%,0.5%,0.3%
UWC         ,,,,,,,,,,,24.5%,-35.5%,21.5%,24.5%
SRICHA      ,,,,,,,,,,,0.0%,0.0%,0.0%,0.1%
TVD         ,,,,,,,,,,,18.5%,22.4%,202.3%,726.9%
ANAN        ,,,,,,,,,,,34.5%,9.9%,12.5%,14.1%
HOTPOT      ,,,,,,,,,,,24.3%,17.5%,-29.6%,-17.0%
PPS         ,,,,,,,,,,,0.5%,0.2%,0.1%,0.1%
TMC         ,,,,,,,,,,,4.2%,24.7%,-22.2%,
TMILL       ,,,,,,,,,,,16.3%,12.6%,12.3%,25.2%
BEAUTY      ,,,,,,,,,,,0.2%,0.1%,0.0%,0.0%
ARROW       ,,,,,,,,,,,13.6%,3.8%,1.8%,0.6%
DNA         ,,,,,,,,,,,4.2%,1.5%,-10.7%,-2.8%
MPG         ,,,,,,,,,,,,,0.9%,0.0%
ABC         ,11.3%,6.2%,6.7%,51.8%,-8.4%,-5.8%,1.4%,12.5%,-26.2%,15.1%,-6.6%,-3.8%,-1.3%,-0.2%
KKP         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
WIIK        ,3.9%,6.7%,-204.8%,29.0%,65.2%,-246.8%,42.7%,94.0%,-63.5%,-99.2%,174.0%,96.9%,151.3%,16.6%
AEC         ,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,,0.0%,0.0%,0.0%,0.0%,0.0%
PRINC       ,,,,1.3%,14.9%,4166.4%,11.3%,-61.1%,45.6%,-119.2%,-233.0%,83.3%,12.0%,5.6%
EFORL       ,,,,,,,,-7.6%,-2.0%,-7.4%,-1.8%,0.3%,6.1%,40.7%
VGI         ,,,,,,,,,,,,0.2%,0.0%,0.9%
AKP         ,,,,,,,,,,,,7.1%,6.3%,3.4%
EA          ,,,,,,,,,,,,17.8%,16.7%,19.2%
PPP         ,,,,,,,,,,,,24.3%,21.4%,21.2%
ECF         ,,,,,,,,,,,,42.1%,27.2%,31.5%
SANKO       ,,,,,,,,,,,,-127.1%,-57.9%,73.5%
CHO         ,,,,,,,,,,,,35.7%,12.4%,38.9%
CHG         ,,,,,,,,,,,,0.4%,0.2%,0.1%
PTG         ,,,,,,,,,,,,14.2%,6.9%,5.2%
MONO        ,,,,,,,,,,,,,,-32.7%
NOK         ,,,,,,,,,,,,0.0%,-0.3%,-2.6%
CKP         ,,,,,,,,,,,,68.9%,58.0%,58.5%
MC          ,,,,,,,,,,,,2.1%,0.8%,0.7%
PACE        ,,,,,,,,,,,,-12.8%,-54.9%,-39.6%
AUCT        ,,,,,,,,,,,,0.8%,0.2%,0.1%
M           ,,,,,,,,,,,,0.8%,0.0%,0.0%
BKD         ,,,,,,,,,,,,13.4%,0.8%,0.4%
SEAOIL      ,,,,,,,,,,,,6.9%,3.0%,67.2%
CSS         ,,,,,,,,,,,,13.2%,1.8%,3.2%
NYT         ,,,,,,,,,,,,8.5%,2.4%,1.8%
WINNER      ,,,,,,,,,,,,4.3%,3.9%,0.9%
THREL       ,,,,,,,,,,,,0.0%,0.0%,0.0%
FVC         ,,,,,,,,,,,,15.4%,9.8%,10.3%
BJCHI       ,,,,,,,,,,,,0.1%,0.1%,0.2%
MEGA        ,,,,,,,,,,,,3.6%,2.6%,1.5%
GCAP        ,,,,,,,,,,,,42.7%,32.9%,34.8%
SPVI        ,,,,,,,,,,,,19.1%,14.7%,24.1%
OCEAN       ,,,,,,,,,,,,16.7%,9.8%,-652.7%
GEL         ,2709.2%,51.3%,43.4%,-19.6%,20.0%,11.5%,-11.8%,-4.1%,-11.3%,-8.2%,0.3%,0.2%,0.8%,3.9%
SMG         ,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
POLAR       ,-53.9%,-38.9%,-30.2%,-33.5%,0.0%,3.9%,45.8%,-36.9%,-83.5%,32166.6%,-17.1%,-22.2%,36.6%,-24.1%
BIG         ,78.0%,1276.2%,143.2%,376.3%,-53.8%,-36.0%,-33.9%,-45.6%,-25.6%,-32.4%,70.1%,#DIV/0!,8.6%,2.7%
PRAKIT      ,0.6%,0.0%,0.0%,0.0%,0.1%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%
BDMS        ,27.6%,17.4%,14.1%,20.5%,23.6%,27.4%,21.2%,21.6%,15.6%,11.2%,8.0%,10.8%,9.4%,10.1%
PK          ,18.3%,15.5%,34.9%,35.0%,37.7%,-72.1%,-35.3%,-18.3%,64.0%,6.2%,4.9%,-134.4%,9.3%,16.7%
U           ,-167.1%,17.0%,88.8%,-193.2%,-165.2%,-7.6%,-10.1%,-32.9%,19.8%,-74.5%,4.6%,21.6%,-26.9%,-83.9%
NPP         ,0.2%,0.0%,0.0%,-30.5%,70.0%,23.6%,0.0%,14.3%,-6.0%,1.3%,0.1%,-0.9%,-7.7%,-3.5%
NEWS        ,,,1.0%,3.4%,20.7%,-17.2%,14.7%,-0.7%,-1.2%,-2.6%,-0.3%,-0.6%,-0.7%,-8.5%
S           ,,,,,,3.8%,38.5%,1.7%,1.8%,15.0%,31.5%,38.7%,-13.0%,-368.6%
THE         ,,,,,,21.1%,22.9%,82.0%,14.9%,26.6%,117.9%,-31.4%,47.1%,-10.8%
COL         ,,,,,,,,,,,1.0%,0.1%,0.0%,0.0%
GIFT        ,,,,,,,,,,8.5%,6.2%,5.2%,5.0%,3.8%
UREKA       ,,,,,,,,,,,,3.1%,-10.0%,-8.5%
KTIS        ,,,,,,,,,,,,,22.2%,35.4%
PCSGH       ,,,,,,,,,,,,,0.4%,0.0%
SUTHA       ,,,,,,,,,,,,,11.4%,7.1%
OTO         ,,,,,,,,,,,,,0.4%,0.2%
AIE         ,,,,,,,,,,,,,15.5%,-15.5%
LIT         ,,,,,,,,,,,,,0.0%,0.0%
AJD         ,,,,,,,,,,,,,13.2%,57.5%
RWI         ,,,,,,,,,,,,,6.2%,-17.9%
TSR         ,,,,,,,,,,,,,5.3%,5.4%
ICHI        ,,,,,,,,,,,,,8.9%,9.2%
AIRA        ,,,,,,,,,,,,,0.0%,0.0%
TAE         ,,,,,,,,,,,,,20.1%,16.1%
PCA         ,,,,,,,,,,,,,11.70%,12.80%
CCN         ,,,,,,,,,,,,,0.00%,0.00%
SAWAD       ,,,,,,,,,,,,,0.00%,0.00%
RICHY       ,,,,,,,,,,,,,2.66%,8.37%
PDG         ,,,,,,,,,,,,,6.89%,1.57%
SAPPE       ,,,,,,,,,,,,,1.41%,0.05%
TAKUNI      ,,,,,,,,,,,,,4.30%,3.75%
XO          ,,,,,,,,,,,,,0.76%,0.28%
LDC         ,,,,,,,,,,,,,21.61%,-0.57%
SMART       ,,,,,,,,,,,,,14.56%,-29.25%
CBG         ,,,,,,,,,,,,,8.20%,0.11%
FSMART      ,,,,,,,,,,,,,9.55%,3.71%
BA          ,,,,,,,,,,,,,80.92%,43.35%
SPA         ,,,,,,,,,,,,,12.17%,0.87%
WP          ,,,,,,,,,,,,,-6.73%,2.13%
TSE         ,,,,,,,,,,,,,21.50%,4.99%
BRR         ,,,,,,,,,,,,,29.00%,27.79%
MTLS        ,,,,,,,,,,,,,0.00%,0.00%
NCL         ,,,,,,,,,,,,,29.51%,-12.95%
FIRE        ,,,,,,,,,,,,,0.56%,0.00%
JSP         ,,,,,,,,,,,,,1.63%,3.39%
VPO         ,,,,,,,,,,,,,29.59%,-28.25%
KCM         ,,,,,,,,,,,,,72.12%,25.72%
PSTC        ,,,,,,,,,,,,,39.73%,51.45%
DCORP       ,,,,,,,,,,,,0.09%,36.18%,-0.30%
ACC         ,,,0.00,0.00,0.00,0.81%,0.10%,,0.54%,0.07%,0.00%,,0.00%,-23.72%
TU          ,0.07,0.05,0.09,0.12,0.20,20.34%,19.18%,12.33%,16.10%,26.77%,29.40%,29.40%,19.73%,18.00%
TT          ,-0.07,-0.12,-0.09,-0.06,-0.05,1.82%,-0.16%,-0.77%,-2.25%,-2.94%,35.04%,0.94%,-0.26%,21.29%
VI          ,-1.41,-0.24,-0.33,-0.09,-1.00,-1193.72%,-213.78%,-78.22%,-227.61%,-18.79%,62.08%,5.16%,-99.15%,0.38%
FER         ,0.02,-0.16,0.11,0.15,0.41,26.87%,19.97%,22.96%,26.73%,-4.42%,11.54%,52.79%,-32.32%,-4.19%
GREEN       ,,,,0.00,0.02,0.00%,0.00%,0.00%,0.00%,-0.31%,-0.11%,-0.12%,-0.04%,-0.61%
T           ,,,,,0.15,-4.71%,-49.62%,-17.23%,-185.26%,75.40%,59.30%,-466.93%,-9.39%,43.14%
UPA         ,,,,,,,,,23.36%,-2.52%,-8.28%,-7.31%,-4.27%,-0.93%
TFG         ,,,,,,,,,,,,,,-18.80%
PMTA        ,,,,,,,,,,,,,,2.20%
CGH         ,,,,,,,,,,,,,,0.00%
NDR         ,,,,,,,,,,,,,,15.16%
TPCH        ,,,,,,,,,,,,,,29.58%
EPG         ,,,,,,,,,,,,,,24.78%
PLANB       ,,,,,,,,,,,,,,2.44%
SCN         ,,,,,,,,,,,,,,9.30%
S11         ,,,,,,,,,,,,,,0.00%
PLAT        ,,,,,,,,,,,,,,0.04%
SLP         ,,,,,,,,,,,,,,7.85%
TVT         ,,,,,,,,,,,,,,1.96%
GPSC        ,,,,,,,,,,,,,,16.60%
ORI         ,,,,,,,,,,,,,,3.43%
DAII        ,,,,,,,,,,,,,,4.85%
HPT         ,,,,,,,,,,,,,,8.58%
BR          ,,,,,,,,,,,,,,16.34%
ASEFA       ,,,,,,,,,,,,,,10.29%
WICE        ,,,,,,,,,,,,,,1.83%
AMATAV      ,,,,,,,,,,,,,,8.66%
COM7        ,,,,,,,,,,,,,,11.28%
PIMO        ,,,,,,,,,,,,,,5.75%
ATP30       ,,,,,,,,,,,,,,57.88%
TKN         ,,,,,,,,,,,,,,3.27%
JWD         ,,,,,,,,,,,,,,23.60%
KOOL        ,,,,,,,,,,,,,,47.67%
LPH         ,,,,,,,,,,,,,,13.50%
J           ,,,,,,,,,,,,,,18.81%
TWPC        ,,,,,,,,,,,,,,1.05%
SCI         ,,,,,,,,,,,,,,9.75%
RP          ,,,,,,,,,,,,,,13.66%
SR          ,,,,,,,,,,,,,,11.06%
TNP         ,,,,,,,,,,,,,,4.42%
SPRC        ,,,,,,,,,,,,,,0.08%
TACC        ,,,,,,,,,,,,,,1.50%
K           ,,,,,,,,,,,,,,7.74%
