Name,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
TH          ,9.5%,12.4%,4.0%,,5.5%,-0.7%,1.3%,-0.9%,0.0%,2.3%,21.5%,-15.6%,12.3%,-50.3%
THAI        ,7.9%,8.9%,6.6%,4.1%,4.8%,3.4%,-10.6%,4.5%,8.3%,-5.2%,2.9%,-5.7%,-7.7%,-6.8%
THANA       ,,,,,,,,8.7%,11.5%,1.5%,-2.4%,5.0%,1.1%,2.0%
THANI       ,40.8%,20.7%,29.8%,17.3%,15.6%,22.2%,16.1%,16.7%,22.9%,18.3%,30.9%,31.5%,25.6%,26.9%
THCOM       ,26.0%,17.4%,15.4%,17.5%,-0.5%,23.7%,-10.0%,-6.0%,-11.3%,-6.5%,2.3%,13.6%,15.4%,16.2%
THIP        ,4.1%,0.4%,-1.6%,10.6%,3.2%,4.0%,1.1%,6.1%,4.4%,4.3%,5.8%,6.6%,5.7%,10.2%
THL         ,-23.2%,-101.7%,-95.9%,-249.9%,0.7%,-31.2%,11.4%,-74.0%,-84.3%,2.0%,-21.8%,-101.5%,-441.7%,-37.2%
THRE        ,14.2%,15.9%,18.8%,17.2%,16.3%,16.4%,13.4%,13.9%,14.4%,-30.6%,-69.1%,-42.9%,-28.5%,46.0%
TIC         ,5.9%,8.7%,6.4%,2.9%,3.8%,3.7%,0.1%,1.7%,5.2%,-3.8%,-3.9%,4.2%,3.3%,1.2%
TICON       ,28.7%,33.2%,33.9%,27.0%,27.9%,30.2%,21.2%,25.8%,26.1%,19.0%,21.4%,21.2%,12.4%,14.4%
TIP         ,14.5%,15.9%,18.4%,21.0%,18.5%,16.9%,15.3%,14.9%,14.9%,0.8%,3.7%,16.5%,22.2%,22.3%
TIPCO       ,8.2%,10.7%,7.9%,8.6%,10.0%,10.5%,1.1%,4.4%,2.9%,6.4%,3.7%,1.9%,1.3%,17.5%
TISCO       ,,,,,,,,17.5%,21.6%,19.6%,17.4%,16.4%,17.1%,18.4%
TIW         ,2.6%,5.2%,4.0%,6.8%,2.2%,4.0%,3.2%,3.4%,10.1%,7.9%,6.7%,12.5%,-2.5%,-1.4%
TK          ,,28.4%,26.4%,16.5%,11.6%,12.4%,13.0%,12.4%,18.5%,18.5%,19.4%,11.0%,5.3%,12.0%
TKS         ,,1.0%,0.6%,0.7%,1.0%,0.9%,0.2%,0.7%,11.8%,17.7%,15.5%,14.8%,16.7%,18.5%
TKT         ,,,3.7%,4.4%,1.7%,2.9%,3.9%,2.8%,3.3%,-1.2%,4.5%,2.0%,1.2%,0.9%
TLUXE       ,5.3%,5.2%,1.6%,7.9%,7.1%,3.3%,3.2%,4.3%,8.0%,6.4%,5.1%,1.7%,-0.5%,-2.0%
TMB         ,-0.8%,-71.6%,4.3%,24.6%,-29.0%,-106.2%,1.2%,6.7%,13.3%,12.4%,4.2%,13.4%,21.6%,20.0%
TMD         ,11.4%,11.0%,10.7%,8.2%,9.0%,10.8%,9.5%,11.3%,8.9%,11.3%,15.0%,14.7%,13.8%,15.2%
TMI         ,,,,,,,,,7.0%,5.2%,7.1%,2.7%,-0.3%,0.1%
TMT         ,,,,2.4%,4.3%,3.7%,7.9%,4.4%,3.5%,1.0%,4.3%,3.4%,2.7%,2.8%
TMW         ,,,7.6%,7.9%,5.7%,6.5%,5.7%,2.6%,3.1%,4.3%,1.0%,19.4%,6.7%,6.4%
TNDT        ,,,,,,18.3%,20.4%,22.1%,16.7%,24.9%,22.7%,23.0%,18.2%,14.2%
TNH         ,,,,,7.4%,11.9%,12.6%,15.3%,12.0%,13.9%,10.9%,11.7%,11.2%,12.1%
TNITY       ,21.8%,19.6%,12.8%,13.6%,3.3%,13.1%,-30.2%,-3.3%,8.5%,16.8%,17.2%,16.2%,22.6%,19.7%
TNL         ,10.7%,10.5%,9.6%,11.0%,10.3%,9.0%,9.5%,7.7%,8.3%,10.7%,10.3%,8.4%,8.9%,7.8%
TNPC        ,1.2%,-2.3%,-3.4%,6.1%,2.6%,0.9%,26.2%,3.3%,1.8%,-10.6%,7.2%,10.6%,-0.8%,3.3%
TOG         ,,,,,7.2%,10.0%,9.4%,9.7%,9.6%,-5.6%,10.5%,9.1%,10.9%,12.1%
TOP         ,,,8.1%,7.4%,5.8%,7.3%,0.1%,4.2%,2.8%,3.3%,2.7%,2.5%,-1.0%,4.1%
TOPP        ,7.9%,5.3%,7.4%,5.7%,4.9%,4.7%,4.8%,7.1%,8.0%,7.0%,7.8%,7.6%,7.2%,6.6%
TPA         ,7.7%,7.2%,7.4%,6.1%,8.3%,3.6%,3.1%,4.7%,3.3%,4.3%,6.7%,2.4%,2.5%,5.4%
TPAC        ,,,,5.9%,7.8%,8.6%,7.7%,11.4%,9.5%,6.2%,7.2%,7.7%,5.5%,6.5%
TPC         ,7.5%,7.1%,13.0%,11.0%,9.7%,8.4%,6.9%,7.5%,6.2%,6.0%,11.0%,7.9%,2.6%,7.4%
TPCORP      ,14.9%,14.7%,14.3%,13.8%,9.6%,5.1%,2.8%,2.5%,2.4%,3.0%,3.4%,2.4%,5.0%,9.2%
TPIPL       ,-9.5%,21.0%,18.3%,6.5%,10.5%,8.7%,-19.9%,17.9%,8.9%,29.1%,0.9%,2.1%,4.2%,1.2%
TPOLY       ,,,,,,,,,4.2%,2.0%,-7.3%,-17.2%,-13.0%,-11.9%
TPP         ,-8.3%,23.2%,-0.8%,3.4%,0.3%,15.1%,-19.3%,5.9%,7.5%,-6.6%,10.9%,6.0%,8.5%,4.8%
TPROP       ,-2008.3%,312.7%,247.6%,0.6%,-10.6%,-10.7%,10.3%,2.8%,16.8%,16.9%,-15.9%,-6.2%,4.3%,-19.6%
TR          ,18.3%,20.4%,22.8%,24.5%,19.5%,29.5%,22.2%,7.3%,26.5%,21.5%,,-0.2%,-8.0%,
TRC         ,,,,,,,,,,,,4.9%,6.9%,7.7%
TRS         ,0.4%,1.2%,0.1%,-6.9%,-4.2%,-18.6%,-31.2%,-77.8%,-47.9%,-16.6%,2.9%,3.9%,-2.5%,1.8%
TRT         ,,,,,4.2%,8.5%,9.5%,9.8%,9.4%,10.6%,1.5%,7.0%,2.2%,-2.0%
TRU         ,13.5%,10.1%,13.3%,3.9%,-1.1%,-0.5%,-0.5%,-7.8%,10.2%,8.2%,14.7%,10.5%,6.2%,6.6%
TRUBB       ,2.4%,-0.3%,-0.6%,-1.7%,1.3%,0.1%,-2.2%,1.5%,1.9%,0.8%,-1.7%,-1.1%,-1.1%,-0.8%
TRUE        ,-16.8%,-20.0%,1.8%,-9.5%,-7.7%,2.6%,-3.8%,2.0%,3.1%,-3.2%,-8.2%,-8.7%,1.2%,3.6%
TSC         ,,,,13.2%,10.1%,9.0%,8.2%,8.2%,11.2%,8.7%,6.5%,8.8%,4.6%,5.0%
TSF         ,,,,16.4%,13.6%,-43.2%,-25.1%,-13.7%,0.8%,6.3%,-24.8%,-69.2%,-131.0%,-162.1%
TSI         ,0.5%,0.6%,1.7%,2.5%,2.1%,3.0%,-0.9%,0.2%,-23.3%,-20.1%,-13.9%,-2.6%,-21.0%,2.4%
TSTE        ,28.0%,36.2%,33.6%,27.7%,12.2%,8.2%,12.0%,8.1%,3.6%,5.4%,3.8%,1.5%,13.4%,8.5%
TSTH        ,-22.6%,-0.4%,7.2%,1.9%,3.7%,6.4%,8.6%,0.3%,-0.2%,-3.6%,-6.0%,-18.0%,0.1%,-2.8%
TTA         ,11.0%,19.8%,40.7%,39.3%,20.5%,23.3%,24.8%,8.5%,4.2%,0.7%,-27.4%,-26.7%,2.3%,-52.2%
TTCL        ,,,,,,,,3.2%,6.3%,4.4%,4.7%,4.2%,2.3%,1.9%
TTI         ,0.0%,6.3%,6.1%,5.5%,4.8%,-0.8%,0.7%,-3.6%,0.9%,0.6%,-2.4%,0.6%,-1.5%,0.2%
TTL         ,5.9%,4.8%,4.1%,-2.8%,-4.1%,-3.2%,,2.8%,4.0%,6.0%,56.0%,14.7%,-1161.8%,438.2%
TTTM        ,2.9%,6.9%,4.9%,2.6%,0.1%,2.1%,0.3%,6.0%,5.6%,5.8%,10.7%,9.3%,1.9%,2.0%
TTW         ,,,,,,,37.3%,39.2%,46.7%,45.6%,45.8%,44.0%,51.9%,47.2%
TVI         ,1.4%,6.9%,0.4%,2.3%,3.2%,2.5%,-2.7%,1.2%,3.5%,2.3%,8.1%,4.3%,7.6%,0.9%
TVO         ,5.0%,5.1%,2.5%,3.5%,3.1%,6.8%,3.1%,7.1%,7.2%,3.1%,6.5%,3.7%,6.5%,7.1%
TWP         ,-193.0%,-4.2%,121.7%,10.3%,9.5%,7.5%,2.5%,-0.2%,2.9%,4.6%,4.8%,11.4%,15.6%,3.5%
TWZ         ,,,,3.6%,3.6%,2.1%,0.5%,,2.6%,0.6%,0.1%,2.0%,2.8%,0.7%
TYCN        ,,10.1%,11.2%,2.0%,-4.8%,-1.0%,0.3%,-29.1%,6.2%,2.7%,-4.2%,-6.2%,0.4%,-6.2%
UAC         ,,,,,,,,,12.7%,8.1%,13.8%,12.3%,5.0%,6.2%
UBIS        ,,,,,,11.5%,9.9%,12.2%,11.1%,9.2%,9.8%,12.0%,9.6%,16.6%
UEC         ,,,,14.2%,21.6%,17.8%,14.9%,15.1%,14.5%,14.0%,15.2%,12.4%,14.0%,7.6%
UKEM        ,,,,,1.4%,1.7%,1.9%,2.4%,3.2%,4.6%,3.0%,1.8%,1.7%,2.5%
UMI         ,-1.3%,46.5%,4.5%,0.7%,-6.4%,-6.1%,-4.9%,5.4%,8.2%,4.4%,17.2%,0.7%,0.9%,-5.0%
UMS         ,,,13.9%,14.5%,12.6%,14.7%,11.7%,3.3%,3.4%,1.8%,-8.3%,-19.4%,-19.6%,-63.4%
UNIQ        ,,,,,,5.8%,4.9%,4.1%,3.9%,-0.4%,8.2%,8.6%,6.1%,7.0%
UOBKH       ,,,,30.7%,34.6%,33.0%,20.6%,24.3%,23.2%,17.1%,19.1%,,24.8%,24.9%
UP          ,4.8%,5.8%,3.5%,3.6%,7.5%,5.5%,6.0%,1.9%,5.5%,6.8%,,7.6%,5.9%,3.6%
UPF         ,9.5%,3.3%,3.2%,3.0%,1.6%,2.0%,1.9%,11.8%,4.7%,3.8%,5.3%,3.2%,4.0%,6.1%
UPOIC       ,9.2%,30.6%,19.6%,8.9%,21.6%,31.5%,24.9%,20.2%,14.5%,25.8%,20.3%,15.8%,15.4%,-0.9%
UT          ,0.3%,-1.6%,-4.2%,-6.2%,1.3%,1.0%,-1.8%,-4.4%,28.4%,1.9%,-11.4%,1.8%,-2.2%,3.7%
UTP         ,,,8.6%,1.5%,3.0%,0.1%,-1.9%,0.3%,3.7%,0.6%,4.5%,10.5%,9.8%,8.8%
UV          ,12.8%,29.8%,10.0%,10.7%,9.4%,6.5%,5.0%,0.6%,2.5%,1.7%,3.9%,2.8%,4.1%,4.7%
UVAN        ,,20.4%,15.1%,9.4%,13.2%,11.2%,21.1%,14.6%,12.4%,16.5%,15.0%,12.7%,10.9%,9.3%
VARO        ,7.1%,4.7%,10.5%,5.8%,5.3%,2.8%,0.1%,4.1%,1.6%,2.8%,-3.9%,-6.6%,0.2%,-1.8%
VIBHA       ,2.3%,5.5%,9.5%,8.1%,10.1%,9.0%,11.5%,10.8%,11.7%,8.3%,9.7%,11.7%,11.7%,13.2%
VNG         ,27.7%,24.0%,22.2%,12.5%,10.7%,6.6%,5.4%,1.6%,8.6%,4.5%,2.9%,-2.2%,7.0%,13.1%
VNT         ,13.6%,14.1%,17.9%,25.3%,5.8%,5.2%,7.8%,8.3%,11.6%,14.0%,9.8%,1.1%,-5.4%,3.4%
VTE         ,,,,,,,,,,4.0%,3.9%,-86.6%,-72.4%,-22.2%
WACOAL      ,9.0%,10.5%,10.0%,9.9%,9.8%,9.9%,11.9%,10.3%,10.0%,10.0%,9.8%,6.6%,7.3%,8.1%
WAVE        ,-6.0%,7.6%,10.3%,8.8%,6.3%,-100.5%,-9.5%,-9.9%,2.2%,-9.8%,-2.4%,2.7%,9.3%,1.6%
WG          ,8.3%,9.8%,8.6%,9.7%,10.3%,13.5%,14.0%,13.0%,15.3%,16.3%,17.9%,18.2%,16.6%,16.0%
WIN         ,160.8%,-126.1%,-83.6%,22.9%,-53.0%,-143.7%,-68.5%,-74.0%,1.3%,-16.9%,,-14.3%,-7.1%,-4.2%
WORK        ,,,23.5%,26.7%,23.0%,18.5%,13.3%,7.0%,13.8%,17.5%,18.7%,11.7%,0.9%,6.6%
WR          ,,-13.4%,-171.0%,-89.2%,-73.8%,-74.6%,-43.4%,-40.7%,76.5%,-49514.0%,-2073.0%,-642.8%,-373.7%,-9.5%
YCI         ,-5.2%,-1.8%,3.2%,4.1%,0.7%,-7.2%,-25.7%,-49.4%,-12.3%,-1.8%,-18.3%,-34.6%,-32.2%,-12.8%
YUASA       ,8.5%,1.9%,0.3%,-15.3%,-12.1%,-8.3%,-1.7%,2.7%,2.6%,4.6%,2.7%,0.9%,-0.4%,2.5%
ZMICO       ,26.8%,34.2%,27.5%,15.6%,15.4%,5.7%,-19.9%,4.1%,55.7%,15.8%,59.9%,65.3%,61.4%,24.0%
BCH         ,,,11.7%,8.9%,12.0%,12.9%,14.2%,14.3%,14.4%,16.9%,20.1%,12.2%,9.7%,9.0%
AMARIN      ,13.6%,12.2%,16.3%,15.5%,15.4%,13.1%,14.7%,12.8%,13.4%,12.3%,16.0%,13.6%,-4.5%,-20.8%
GSTEL       ,,,,,8.8%,6.6%,-3.0%,-38.1%,-34.0%,-7.9%,-28.9%,-9.2%,-7.7%,-14.0%
PJW         ,,,,,,,,,,,10.1%,6.8%,1.5%,3.6%
VIH         ,,,,,,,,,,,0.9%,5.4%,7.4%,7.4%
AAV         ,,,,,,,,,,,50.1%,4.3%,0.7%,3.5%
FPI         ,,,,,,,,,,,10.2%,9.5%,10.7%,10.3%
JMT         ,,,,,,,,,,,27.8%,20.7%,24.7%,13.1%
WHA         ,,,,,,,,,,,9.6%,20.4%,19.3%,14.9%
SNP         ,8.6%,6.8%,6.0%,6.0%,6.0%,4.5%,5.1%,6.2%,7.2%,7.6%,10.6%,8.8%,6.8%,7.9%
UWC         ,,,,,,,,,,,3.8%,-8.4%,6.3%,2.0%
SRICHA      ,,,,,,,,,,,47.7%,34.1%,32.1%,20.1%
TVD         ,,,,,,,,,,,2.2%,1.8%,-0.4%,-1.3%
ANAN        ,,,,,,,,,,,-5.6%,8.8%,12.3%,10.9%
HOTPOT      ,,,,,,,,,,,1.2%,1.8%,-2.3%,-4.4%
PPS         ,,,,,,,,,,,5.7%,6.6%,6.6%,1.4%
TMC         ,,,,,,,,,,,13.5%,0.9%,-7.5%,
TMILL       ,,,,,,,,,,,8.4%,5.6%,4.6%,4.4%
BEAUTY      ,,,,,,,,,,,22.3%,21.1%,21.7%,22.5%
ARROW       ,,,,,,,,,,,11.9%,14.6%,14.6%,20.1%
DNA         ,,,,,,,,,,,3.6%,2.8%,-3.3%,-63.3%
MPG         ,,,,,,,,,,,,,1.5%,-15.7%
ABC         ,3.8%,1.7%,1.4%,-1.8%,-5.5%,-3.4%,1.6%,-1.7%,-2.5%,1.1%,-16.4%,-93.2%,-86.2%,-121.6%
KKP         ,30.2%,35.5%,40.0%,34.2%,28.7%,25.3%,19.6%,21.9%,23.1%,19.9%,18.4%,21.0%,12.9%,16.9%
WIIK        ,8.4%,6.5%,-1.8%,5.9%,1.7%,-5.2%,1.7%,0.1%,-7.1%,-6.1%,-1.2%,0.0%,-0.6%,7.2%
AEC         ,27.2%,34.4%,14.6%,,-7.1%,5.4%,-29.0%,0.6%,,-1.3%,20.9%,-79.5%,1.7%,-26.0%
PRINC       ,,,,27.4%,7.2%,-22.9%,36.2%,-59.7%,19.2%,-56.0%,-29.8%,-0.4%,3.5%,4.0%
EFORL       ,,,,,,,,-27.5%,-79.3%,-26.4%,-75.0%,15.5%,16.2%,4.6%
VGI         ,,,,,,,,,,,,31.6%,35.9%,27.2%
AKP         ,,,,,,,,,,,,8.6%,8.9%,10.4%
EA          ,,,,,,,,,,,,6.7%,21.2%,29.2%
PPP         ,,,,,,,,,,,,8.6%,9.5%,9.0%
ECF         ,,,,,,,,,,,,3.4%,5.7%,5.6%
SANKO       ,,,,,,,,,,,,-3.5%,-4.5%,-0.7%
CHO         ,,,,,,,,,,,,5.0%,6.4%,3.1%
CHG         ,,,,,,,,,,,,18.4%,17.7%,16.9%
PTG         ,,,,,,,,,,,,0.7%,0.9%,1.2%
MONO        ,,,,,,,,,,,,,,-25.3%
NOK         ,,,,,,,,,,,,9.4%,-3.8%,-5.1%
CKP         ,,,,,,,,,,,,3.9%,6.7%,6.0%
MC          ,,,,,,,,,,,,24.3%,20.1%,18.5%
PACE        ,,,,,,,,,,,,-230.5%,-62.3%,-50.8%
AUCT        ,,,,,,,,,,,,14.7%,28.1%,25.9%
M           ,,,,,,,,,,,,14.3%,13.5%,12.4%
BKD         ,,,,,,,,,,,,2.5%,10.4%,13.8%
SEAOIL      ,,,,,,,,,,,,3.0%,2.8%,0.2%
CSS         ,,,,,,,,,,,,3.5%,5.9%,5.4%
NYT         ,,,,,,,,,,,,30.1%,30.4%,31.5%
WINNER      ,,,,,,,,,,,,6.0%,5.3%,6.1%
THREL       ,,,,,,,,,,,,27.2%,21.8%,20.6%
FVC         ,,,,,,,,,,,,4.5%,3.5%,3.5%
BJCHI       ,,,,,,,,,,,,30.7%,21.9%,22.9%
MEGA        ,,,,,,,,,,,,8.79%,7.05%,8.59%
GCAP        ,,,,,,,,,,,,26.20%,31.91%,31.13%
SPVI        ,,,,,,,,,,,,0.71%,0.80%,0.46%
OCEAN       ,,,,,,,,,,,,5.72%,6.83%,-1.26%
GEL         ,-4.59%,4.70%,4.68%,-4.99%,3.09%,5.24%,-7.93%,-16.59%,-9.37%,-28.95%,15.02%,15.23%,5.42%,4.92%
SMG         ,27.36%,32.40%,26.41%,20.33%,19.43%,13.00%,-17.03%,9.15%,11.13%,-10.69%,9.30%,16.13%,19.85%,17.58%
POLAR       ,-32.59%,-45.91%,-69.22%,-342.40%,103.16%,15.43%,2.89%,-175.64%,-35.95%,-10.17%,-105.36%,-60.80%,11.27%,-57.88%
BIG         ,0.21%,-3.37%,-1.44%,-3.68%,-17.39%,-28.05%,-80.18%,-87.50%,-25.93%,-35.39%,3.75%,#DIV/0!,3.97%,9.64%
PRAKIT      ,9.98%,12.65%,27.36%,11.02%,10.33%,10.80%,9.95%,8.12%,10.86%,12.79%,16.57%,19.10%,12.64%,23.86%
BDMS        ,9.37%,11.60%,11.06%,7.76%,8.28%,6.59%,7.61%,7.78%,9.42%,11.62%,16.25%,11.95%,12.74%,12.15%
PK          ,5.01%,5.93%,2.16%,2.44%,2.64%,-7.57%,-19.26%,-63.26%,4.46%,24.87%,9.65%,-1.93%,5.54%,3.13%
U           ,9099.12%,42.43%,-19.41%,-24.32%,-107.92%,-351.00%,-595.45%,-94.91%,28.71%,-20.97%,46.11%,38.72%,-140.91%,-22.01%
NPP         ,13.97%,15.57%,-10.38%,-7.20%,0.54%,16.87%,1.48%,-2.73%,-10.80%,7.72%,36.37%,-11.43%,-34.58%,-39.68%
NEWS        ,,,33.85%,9.85%,2.72%,-5.33%,2.86%,-60.93%,-135.26%,-100.80%,-65.53%,-86.35%,-209.47%,-225.48%
S           ,,,,,,6.37%,2.01%,12.42%,14.48%,14.15%,7.27%,4.78%,-62.32%,-11.26%
THE         ,,,,,,2.45%,0.80%,0.11%,2.05%,1.44%,0.02%,-1.76%,0.56%,-5.28%
COL         ,,,,,,,,,,,4.00%,4.48%,4.42%,3.64%
GIFT        ,,,,,,,,,,7.12%,7.77%,7.29%,9.14%,11.97%
UREKA       ,,,,,,,,,,,,11.90%,-5.77%,-14.41%
KTIS        ,,,,,,,,,,,,,6.70%,3.75%
PCSGH       ,,,,,,,,,,,,,17.52%,13.07%
SUTHA       ,,,,,,,,,,,,,11.81%,10.27%
OTO         ,,,,,,,,,,,,,8.35%,6.65%
AIE         ,,,,,,,,,,,,,2.18%,-2.06%
LIT         ,,,,,,,,,,,,,37.33%,36.90%
AJD         ,,,,,,,,,,,,,6.53%,0.36%
RWI         ,,,,,,,,,,,,,9.54%,-2.93%
TSR         ,,,,,,,,,,,,,8.08%,8.87%
ICHI        ,,,,,,,,,,,,,17.37%,12.79%
AIRA        ,,,,,,,,,,,,,8.25%,-14.13%
TAE         ,,,,,,,,,,,,,8.77%,9.39%
PCA         ,,,,,,,,,,,,,5.03%,5.19%
CCN         ,,,,,,,,,,,,,8.78%,5.80%
SAWAD       ,,,,,,,,,,,,,31.78%,35.38%
RICHY       ,,,,,,,,,,,,,19.77%,7.71%
PDG         ,,,,,,,,,,,,,8.43%,12.29%
SAPPE       ,,,,,,,,,,,,,12.63%,11.76%
TAKUNI      ,,,,,,,,,,,,,2.24%,4.79%
XO          ,,,,,,,,,,,,,11.67%,11.48%
LDC         ,,,,,,,,,,,,,2.08%,-9.62%
SMART       ,,,,,,,,,,,,,9.64%,-3.89%
CBG         ,,,,,,,,,,,,,12.06%,15.94%
FSMART      ,,,,,,,,,,,,,13.18%,16.14%
BA          ,,,,,,,,,,,,,1.56%,7.07%
SPA         ,,,,,,,,,,,,,9.68%,19.59%
WP          ,,,,,,,,,,,,,-0.37%,0.46%
TSE         ,,,,,,,,,,,,,43.10%,68.78%
BRR         ,,,,,,,,,,,,,5.97%,6.33%
MTLS        ,,,,,,,,,,,,,29.32%,32.24%
NCL         ,,,,,,,,,,,,,2.12%,-7.46%
FIRE        ,,,,,,,,,,,,,10.39%,7.93%
JSP         ,,,,,,,,,,,,,18.63%,21.89%
VPO         ,,,,,,,,,,,,,4.07%,-8.44%
KCM         ,,,,,,,,,,,,,1.02%,3.01%
PSTC        ,,,,,,,,,,,,,8.61%,3.05%
DCORP       ,,,,,,,,,,,,14.60%,0.80%,-378.78%
ACC         ,,,7.51%,-20.70%,-113.45%,15.43%,12.19%,,12.59%,60.01%,-8.96%,,5.94%,-42.83%
TU          ,4.48%,5.58%,4.11%,3.86%,3.54%,3.25%,3.16%,4.79%,3.95%,5.09%,4.36%,2.49%,4.14%,4.17%
TT          ,-35.70%,-32.86%,-187.83%,-117.24%,-96.62%,14.36%,-87.66%,-11.61%,-40.24%,-60.64%,1.64%,20.00%,-26.57%,2.02%
VI          ,-8.34%,-45.19%,-64.98%,-148.35%,-5.90%,-8.41%,-12.78%,-26.28%,-13.91%,-82.00%,20.19%,82.36%,-98.82%,93.58%
FER         ,5.38%,-2.53%,3.07%,1.70%,0.50%,1.39%,1.48%,2.12%,1.03%,-40.73%,15.59%,1.23%,-8.20%,-21.22%
GREEN       ,,,,30.80%,27.96%,6.92%,6.32%,1.86%,-81.00%,-178.10%,-200.06%,-110.04%,-159.89%,-280.07%
T           ,,,,,4.23%,-13.56%,-4.98%,-13.46%,-2.03%,0.62%,1.43%,-2.97%,-62.73%,4.52%
UPA         ,,,,,,,,,6.52%,-659.99%,-1491.96%,-1837.28%,-467.63%,-351.15%
TFG         ,,,,,,,,,,,,,,-8.99%
PMTA        ,,,,,,,,,,,,,,7.04%
CGH         ,,,,,,,,,,,,,,5.06%
NDR         ,,,,,,,,,,,,,,4.29%
TPCH        ,,,,,,,,,,,,,,14.45%
EPG         ,,,,,,,,,,,,,,8.76%
PLANB       ,,,,,,,,,,,,,,18.44%
SCN         ,,,,,,,,,,,,,,10.61%
S11         ,,,,,,,,,,,,,,31.11%
PLAT        ,,,,,,,,,,,,,,35.60%
SLP         ,,,,,,,,,,,,,,5.49%
TVT         ,,,,,,,,,,,,,,9.50%
GPSC        ,,,,,,,,,,,,,,8.16%
ORI         ,,,,,,,,,,,,,,18.80%
DAII        ,,,,,,,,,,,,,,3.23%
HPT         ,,,,,,,,,,,,,,9.12%
BR          ,,,,,,,,,,,,,,7.09%
ASEFA       ,,,,,,,,,,,,,,8.07%
WICE        ,,,,,,,,,,,,,,8.79%
AMATAV      ,,,,,,,,,,,,,,14.99%
COM7        ,,,,,,,,,,,,,,1.79%
PIMO        ,,,,,,,,,,,,,,4.79%
ATP30       ,,,,,,,,,,,,,,4.44%
TKN         ,,,,,,,,,,,,,,11.29%
JWD         ,,,,,,,,,,,,,,13.98%
KOOL        ,,,,,,,,,,,,,,1.25%
LPH         ,,,,,,,,,,,,,,8.00%
J           ,,,,,,,,,,,,,,10.78%
TWPC        ,,,,,,,,,,,,,,5.68%
SCI         ,,,,,,,,,,,,,,8.84%
RP          ,,,,,,,,,,,,,,12.27%
SR          ,,,,,,,,,,,,,,3.97%
TNP         ,,,,,,,,,,,,,,2.96%
SPRC        ,,,,,,,,,,,,,,4.58%
TACC        ,,,,,,,,,,,,,,6.75%
K           ,,,,,,,,,,,,,,5.61%
